 2457997.3071233 | 2.26  
 2457997.3075660 | 2.27  
 2457997.3080112 | 2.16  
 2457997.3084576 | 2.14  
 2457997.3089017 | 2.13  
 2457997.3093467 | 2.18  
 2457997.3097918 | 2.23  
 2457997.3102527 | 2.26  
 2457997.3106968 | 2.27  
 2457997.3111439 | 2.28  
 2457997.3115867 | 2.30  
 2457997.3120299 | 2.31  
 2457997.3124708 | 2.31  
 2457997.3129144 | 2.29  
 2457997.3133626 | 2.29  
 2457997.3138263 | 2.29  
 2457997.3142680 | 2.27  
 2457997.3147112 | 2.26  
 2457997.3151617 | 2.24  
 2457997.3156077 | 2.27  
 2457997.3160493 | 2.26  
 2457997.3164942 | 2.29  
 2457997.3169353 | 2.32  
 2457997.3173939 | 2.33  
 2457997.3178367 | 2.29  
 2457997.3182796 | 2.25  
 2457997.3187250 | 2.23  
 2457997.3191680 | 2.30  
 2457997.3196199 | 2.36  
 2457997.3200626 | 2.42  
 2457997.3205184 | 2.48  
 2457997.3209636 | 2.49  
 2457997.3214060 | 2.50  
 2457997.3218471 | 2.53  
 2457997.3226241 | 2.53  
 2457997.3230665 | 2.55  
 2457997.3244166 | 2.57  
 2457997.3248614 | 2.59  
 2457997.3253092 | 2.59  
 2457997.3257501 | 2.62  
 2457997.3266627 | 2.63  
 2457997.3271055 | 2.63  
 2457997.3275640 | 2.63  
 2457997.3280067 | 2.63  
 2457997.3284483 | 2.62  
 2457997.3288905 | 2.62  
 2457997.3293333 | 2.55  
 2457997.3297758 | 2.47  
 2457997.3302230 | 2.38  
 2457997.3306658 | 2.31  
 2457997.3314429 | 2.31  
 2457997.3318843 | 2.30  
 2457997.3323265 | 2.28  
 2457997.3327678 | 2.27  
 2457997.3332112 | 2.26  
 2457997.3336607 | 2.28  
 2457997.3341028 | 2.28  
 2457997.3345619 | 2.26  
 2457997.3350028 | 2.25  
 2457997.3355926 | 2.23  
 2457997.3360342 | 2.23  
 2457997.3364777 | 2.22  
 2457997.3371649 | 2.21  
 2457997.3376208 | 2.22  
 2457997.3380808 | 2.23  
 2457997.3385246 | 2.23  
 2457997.3389659 | 2.23  
 2457997.3394087 | 2.24  
 2457997.3398523 | 2.24  
 2457997.3402956 | 2.23  
 2457997.3407381 | 2.21  
 2457997.3411795 | 2.20  
 2457997.3416416 | 2.19  
 2457997.3420882 | 2.17  
 2457997.3425354 | 2.14  
 2457997.3429798 | 2.14  
 2457997.3434238 | 2.16  
 2457997.3438650 | 2.14  
 2457997.3443076 | 2.12  
 2457997.3447493 | 2.10  
 2457997.3452075 | 2.11  
 2457997.3456502 | 2.11  
 2457997.3460909 | 2.10  
 2457997.3465340 | 2.09  
 2457997.3469783 | 2.11  
 2457997.3474243 | 2.12  
 2457997.3478661 | 2.14  
 2457997.3483244 | 2.15  
 2457997.3487726 | 2.17  
 2457997.3492145 | 2.19  
 2457997.3496570 | 2.20  
 2457997.3501004 | 2.20  
 2457997.3505425 | 2.20  
 2457997.3509883 | 2.21  
 2457997.3514325 | 2.19  
 2457997.3518932 | 2.16  
 2457997.3523364 | 2.14  
 2457997.3527796 | 2.14  
 2457997.3532217 | 2.11  
 2457997.3536637 | 2.09  
 2457997.3541076 | 2.06  
 2457997.3545511 | 2.05  
 2457997.3549965 | 2.04  
 2457997.3554563 | 2.02  
 2457997.3558974 | 2.00  
 2457997.3563495 | 1.98  
 2457997.3567910 | 1.96  
 2457997.3572327 | 1.95  
 2457997.3576748 | 1.93  
 2457997.3581505 | 1.92  
 2457997.3585943 | 1.91  
 2457997.3590524 | 1.91  
 2457997.3594948 | 1.91  
 2457997.3599485 | 1.92  
 2457997.3603917 | 1.95  
 2457997.3608347 | 1.98  
 2457997.3612841 | 2.00  
 2457997.3617278 | 2.03  
 2457997.3621930 | 2.05  
 2457997.3626370 | 2.05  
 2457997.3630836 | 2.05  
 2457997.3635262 | 2.06  
 2457997.3639991 | 2.05  
 2457997.3644424 | 2.06  
 2457997.3648860 | 2.07  
 2457997.3653280 | 2.09  
 2457997.3657859 | 2.10  
 2457997.3662302 | 2.12  
 2457997.3666735 | 2.14  
 2457997.3671167 | 2.19  
 2457997.3675683 | 2.21  
 2457997.3680119 | 2.23  
 2457997.3684569 | 2.25  
 2457997.3691380 | 2.24  
 2457997.3695849 | 2.24  
 2457997.3700300 | 2.28  
 2457997.3704796 | 2.30  
 2457997.3709240 | 2.31  
 2457997.3713817 | 2.32  
 2457997.3718284 | 2.35  
 2457997.3722753 | 2.38  
 2457997.3727400 | 2.39  
 2457997.3731843 | 2.41  
 2457997.3736289 | 2.41  
 2457997.3740724 | 2.43  
 2457997.3745168 | 2.42  
 2457997.3749607 | 2.40  
 2457997.3754124 | 2.41  
 2457997.3758572 | 2.39  
 2457997.3763167 | 2.39  
 2457997.3767592 | 2.37  
 2457997.3772062 | 2.36  
 2457997.3776500 | 2.37  
 2457997.3780971 | 2.35  
 2457997.3785417 | 2.31  
 2457997.3789853 | 2.28  
 2457997.3797706 | 2.26  
 2457997.3802183 | 2.25  
 2457997.3806631 | 2.23  
 2457997.3811081 | 2.20  
 2457997.3815527 | 2.19  
 2457997.3819991 | 2.15  
 2457997.3824412 | 2.13  
 2457997.3828924 | 2.10  
 2457997.3833490 | 2.07  
 2457997.3837915 | 2.07  
 2457997.3842314 | 2.05  
 2457997.3846733 | 2.04  
 2457997.3851142 | 2.03  
 2457997.3855556 | 2.05  
 2457997.3859962 | 2.12  
 2457997.3864403 | 2.14  
 2457997.3869306 | 2.15  
 2457997.3873710 | 2.15  
 2457997.3878132 | 2.14  
 2457997.3882544 | 2.16  
 2457997.3886972 | 2.16  
 2457997.3894987 | 2.18  
 2457997.3899534 | 2.20  
 2457997.3905599 | 2.22  
 2457997.3918783 | 2.24  
 2457997.3938765 | 2.28  
 2457997.3945571 | 2.31  
 2457997.3950070 | 2.35  
 2457997.3954695 | 2.38  
 2457997.3963187 | 2.38  
 2457997.3967727 | 2.38  
 2457997.3972492 | 2.38  
 2457997.3977019 | 2.39  
 2457997.3981606 | 2.34  
 2457997.3986244 | 2.38  
 2457997.3990891 | 2.44  
 2457997.3995510 | 2.51  
 2457997.4000113 | 2.55  
 2457997.4004852 | 2.56  
 2457997.4009481 | 2.59  
 2457997.4014040 | 2.61  
 2457997.4018726 | 2.65  
 2457997.4023496 | 2.71  
 2457997.4028462 | 2.73  
 2457997.4035883 | 2.77  
 2457997.4040948 | 2.77  
 2457997.4061706 | 2.80  
 2457997.4066218 | 2.79  
 2457997.4070682 | 2.78  
 2457997.4079787 | 2.78  
 2457997.4088751 | 2.79  
 2457997.4093836 | 2.77  
 2457997.4098521 | 2.75  
 2457997.4103070 | 2.68  
 2457997.4107606 | 2.60  
 2457997.4112214 | 2.53  
 2457997.4120672 | 2.51  
 2457997.4125109 | 2.48  
 2457997.4129539 | 2.44  
 2457997.4134047 | 2.42  
 2457997.4138502 | 2.38  
 2457997.4143071 | 2.30  
 2457997.4147502 | 2.33  
 2457997.4151920 | 2.28  
 2457997.4156339 | 2.26  
 2457997.4160764 | 2.23  
 2457997.4165220 | 2.21  
 2457997.4169632 | 2.20  
 2457997.4174068 | 2.19  
 2457997.4178651 | 2.18  
 2457997.4183067 | 2.17  
 2457997.4187474 | 2.15  
 2457997.4191900 | 2.15  
 2457997.4196307 | 2.15  
 2457997.4200738 | 2.19  
 2457997.4205143 | 2.22  
 2457997.4209568 | 2.21  
 2457997.4214139 | 2.24  
 2457997.4218569 | 2.23  
 2457997.4222999 | 2.23  
 2457997.4227411 | 2.26  
 2457997.4231828 | 2.20  
 2457997.4236290 | 2.24  
 2457997.4240735 | 2.29  
 2457997.4245159 | 2.36  
 2457997.4249735 | 2.46  
 2457997.4254163 | 2.55  
 2457997.4258598 | 2.63  
 2457997.4263015 | 2.69  
 2457997.4267449 | 2.74  
 2457997.4280760 | 2.80  
 2457997.4289977 | 2.86  
 2457997.4294422 | 2.91  
 2457997.4298917 | 2.91  
 2457997.4303462 | 2.95  
 2457997.4311246 | 2.97  
 2457997.4315766 | 2.97  
 2457997.4320489 | 2.96  
 2457997.4324951 | 2.96  
 2457997.4330139 | 2.94  
 2457997.4334597 | 2.91  
 2457997.4339054 | 2.87  
 2457997.4347323 | 2.80  
 2457997.4357184 | 2.70  
 2457997.4370965 | 2.60  
 2457997.4395537 | 2.49  
 2457997.4400163 | 2.41  
 2457997.4404651 | 2.34  
 2457997.4434781 | 2.28  
 2457997.4443119 | 2.22  
 2457997.4447618 | 2.16  
 2457997.4455246 | 2.09  
 2457997.4460018 | 2.03  
 2457997.4466991 | 1.93  
 2457997.4471436 | 1.90  
 2457997.4481579 | 1.89  
 2457997.4486083 | 1.87  
 2457997.4490733 | 1.85  
 2457997.4495431 | 1.83  
 2457997.4499899 | 1.81  
 2457997.4504340 | 1.79  
 2457997.4508796 | 1.78  
 2457997.4516826 | 1.77  
 2457997.4521282 | 1.75  
 2457997.4530719 | 1.75  
 2457997.4535183 | 1.76  
 2457997.4539958 | 1.78  
 2457997.4546898 | 1.74  
 2457997.4556889 | 1.73  
 2457997.4561551 | 1.70  
